year,borough,incident_classification,incident_classification_group,zipcode,incident_count,avg_prop_total_value,avg_prop_gross_sqft
2023,MANHATTAN,Utility Emergency - Water,NonMedical Emergencies,10018,23,4386659.0,41373.0
2023,MANHATTAN,Vehicle Accident - Other,NonMedical Emergencies,10018,19,4386659.0,41373.0
2023,MANHATTAN,Vehicle Accident - With Extrication,NonMedical Emergencies,10018,1,4386659.0,41373.0
2023,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,10019,95,1413322.0,11616.0
2023,MANHATTAN,Alarm System - Testing,NonMedical Emergencies,10019,217,1413322.0,11616.0
2023,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,10019,543,1413322.0,11616.0
2023,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,10019,253,1413322.0,11616.0
2023,MANHATTAN,Automobile Fire,NonStructural Fires,10019,4,1413322.0,11616.0
2023,MANHATTAN,Brush Fire,NonStructural Fires,10019,1,1413322.0,11616.0
2023,MANHATTAN,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10019,31,1413322.0,11616.0
2023,MANHATTAN,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10019,6,1413322.0,11616.0
2023,MANHATTAN,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,10019,11,1413322.0,11616.0
2023,MANHATTAN,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,10019,1,1413322.0,11616.0
2023,MANHATTAN,Defective Oil Burner,NonMedical Emergencies,10019,17,1413322.0,11616.0
2023,MANHATTAN,Demolition Debris or Rubbish Fire,NonStructural Fires,10019,71,1413322.0,11616.0
2023,MANHATTAN,Downed Tree,NonMedical Emergencies,10019,2,1413322.0,11616.0
2023,MANHATTAN,Elevator Emergency - Occupied,NonMedical Emergencies,10019,241,1413322.0,11616.0
2023,MANHATTAN,Elevator Emergency - Unoccupied,NonMedical Emergencies,10019,51,1413322.0,11616.0
2023,MANHATTAN,Hospital Fire,Structural Fires,10019,1,1413322.0,11616.0
2023,MANHATTAN,Manhole Fire - Blown Cover,NonStructural Fires,10019,2,1413322.0,11616.0
2023,MANHATTAN,Manhole Fire - Other,NonStructural Fires,10019,5,1413322.0,11616.0
2023,MANHATTAN,Manhole Fire - Seeping Smoke,NonStructural Fires,10019,5,1413322.0,11616.0
2023,MANHATTAN,Maritime Emergency,NonMedical Emergencies,10019,1,1413322.0,11616.0
2023,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,10019,10,1413322.0,11616.0
2023,MANHATTAN,Medical - Breathing / Ill or Sick,Medical Emergencies,10019,773,1413322.0,11616.0
2023,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,10019,1293,1413322.0,11616.0
2023,MANHATTAN,Medical MFA - EMS Link,Medical MFAs,10019,9,1413322.0,11616.0
2023,MANHATTAN,Medical MFA - PD Link,Medical MFAs,10019,13,1413322.0,11616.0
2023,MANHATTAN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10019,395,1413322.0,11616.0
2023,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,10019,1062,1413322.0,11616.0
2023,MANHATTAN,Medical - Serious Life Threatening,Medical Emergencies,10019,33,1413322.0,11616.0
2023,MANHATTAN,Medical - Victim Deceased,Medical Emergencies,10019,28,1413322.0,11616.0
2023,MANHATTAN,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10019,42,1413322.0,11616.0
2023,MANHATTAN,Multiple Dwelling 'A' - Other fire,Structural Fires,10019,30,1413322.0,11616.0
2023,MANHATTAN,Multiple Dwelling 'B' Fire,Structural Fires,10019,17,1413322.0,11616.0
2023,MANHATTAN,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10019,6,1413322.0,11616.0
2023,MANHATTAN,Non-Medical MFA - Phone,NonMedical MFAs,10019,54,1413322.0,11616.0
2023,MANHATTAN,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10019,77,1413322.0,11616.0
2023,MANHATTAN,Odor - Other Smoke,NonMedical Emergencies,10019,22,1413322.0,11616.0
2023,MANHATTAN,Odor - Other Than Smoke,NonMedical Emergencies,10019,127,1413322.0,11616.0
2023,MANHATTAN,Other Commercial Building Fire,Structural Fires,10019,42,1413322.0,11616.0
2023,MANHATTAN,Other Public Building Fire,Structural Fires,10019,1,1413322.0,11616.0
2023,MANHATTAN,Other Transportation Fire,NonStructural Fires,10019,3,1413322.0,11616.0
2023,MANHATTAN,Private Dwelling Fire,Structural Fires,10019,1,1413322.0,11616.0
2023,MANHATTAN,Remove Civilian - Non-Fire,NonMedical Emergencies,10019,4,1413322.0,11616.0
2023,MANHATTAN,School Fire,Structural Fires,10019,8,1413322.0,11616.0
2023,MANHATTAN,Sprinkler System - Activated,NonMedical Emergencies,10019,3,1413322.0,11616.0
2023,MANHATTAN,Sprinkler System - Malfunction,NonMedical Emergencies,10019,15,1413322.0,11616.0
2023,MANHATTAN,Sprinkler System - Working on System,NonMedical Emergencies,10019,7,1413322.0,11616.0
2023,MANHATTAN,Store Fire,Structural Fires,10019,2,1413322.0,11616.0
2023,MANHATTAN,Theater or TV Studio Fire,Structural Fires,10019,1,1413322.0,11616.0
2023,MANHATTAN,Undefined Emergency,NonMedical Emergencies,10019,7,1413322.0,11616.0
2023,MANHATTAN,Utility Emergency - Electric,NonMedical Emergencies,10019,40,1413322.0,11616.0
2023,MANHATTAN,Utility Emergency - Gas,NonMedical Emergencies,10019,79,1413322.0,11616.0
2023,MANHATTAN,Utility Emergency - Steam,NonMedical Emergencies,10019,43,1413322.0,11616.0
2023,MANHATTAN,Utility Emergency - Water,NonMedical Emergencies,10019,65,1413322.0,11616.0
2023,MANHATTAN,Vehicle Accident - Other,NonMedical Emergencies,10019,59,1413322.0,11616.0
2023,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,10020,1,26474973.0,201018.0
2023,MANHATTAN,Alarm System - Testing,NonMedical Emergencies,10020,3,26474973.0,201018.0
2023,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,10020,27,26474973.0,201018.0
2023,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,10020,9,26474973.0,201018.0
2023,MANHATTAN,Automobile Fire,NonStructural Fires,10020,1,26474973.0,201018.0
2023,MANHATTAN,Demolition Debris or Rubbish Fire,NonStructural Fires,10020,1,26474973.0,201018.0
2023,MANHATTAN,Elevator Emergency - Occupied,NonMedical Emergencies,10020,5,26474973.0,201018.0
2023,MANHATTAN,Elevator Emergency - Unoccupied,NonMedical Emergencies,10020,4,26474973.0,201018.0
2023,MANHATTAN,Medical - Breathing / Ill or Sick,Medical Emergencies,10020,27,26474973.0,201018.0
2023,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,10020,63,26474973.0,201018.0
2023,MANHATTAN,Medical MFA - EMS Link,Medical MFAs,10020,2,26474973.0,201018.0
2023,MANHATTAN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10020,20,26474973.0,201018.0
2023,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,10020,39,26474973.0,201018.0
2023,MANHATTAN,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10020,1,26474973.0,201018.0
2023,MANHATTAN,Non-Medical MFA - Phone,NonMedical MFAs,10020,1,26474973.0,201018.0
2023,MANHATTAN,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10020,3,26474973.0,201018.0
2023,MANHATTAN,Odor - Other Than Smoke,NonMedical Emergencies,10020,1,26474973.0,201018.0
2023,MANHATTAN,Other Commercial Building Fire,Structural Fires,10020,1,26474973.0,201018.0
2023,MANHATTAN,Other Public Building Fire,Structural Fires,10020,1,26474973.0,201018.0
2023,MANHATTAN,Sprinkler System - Activated,NonMedical Emergencies,10020,1,26474973.0,201018.0
2023,MANHATTAN,Sprinkler System - Malfunction,NonMedical Emergencies,10020,1,26474973.0,201018.0
2023,MANHATTAN,Sprinkler System - Working on System,NonMedical Emergencies,10020,1,26474973.0,201018.0
2023,MANHATTAN,Utility Emergency - Electric,NonMedical Emergencies,10020,3,26474973.0,201018.0
2023,MANHATTAN,Utility Emergency - Gas,NonMedical Emergencies,10020,1,26474973.0,201018.0
2023,MANHATTAN,Utility Emergency - Steam,NonMedical Emergencies,10020,1,26474973.0,201018.0
2023,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,10021,32,1325684.0,11919.0
2023,MANHATTAN,Alarm System - Testing,NonMedical Emergencies,10021,104,1325684.0,11919.0
2023,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,10021,167,1325684.0,11919.0
2023,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,10021,142,1325684.0,11919.0
2023,MANHATTAN,Automobile Fire,NonStructural Fires,10021,5,1325684.0,11919.0
2023,MANHATTAN,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10021,17,1325684.0,11919.0
2023,MANHATTAN,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10021,10,1325684.0,11919.0
2023,MANHATTAN,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,10021,2,1325684.0,11919.0
2023,MANHATTAN,Church Fire,Structural Fires,10021,2,1325684.0,11919.0
2023,MANHATTAN,Defective Oil Burner,NonMedical Emergencies,10021,15,1325684.0,11919.0
2023,MANHATTAN,Demolition Debris or Rubbish Fire,NonStructural Fires,10021,34,1325684.0,11919.0
2023,MANHATTAN,Downed Tree,NonMedical Emergencies,10021,1,1325684.0,11919.0
2023,MANHATTAN,Elevator Emergency - Occupied,NonMedical Emergencies,10021,59,1325684.0,11919.0
2023,MANHATTAN,Elevator Emergency - Unoccupied,NonMedical Emergencies,10021,15,1325684.0,11919.0
2023,MANHATTAN,Hospital Fire,Structural Fires,10021,4,1325684.0,11919.0
2023,MANHATTAN,Manhole Fire - Blown Cover,NonStructural Fires,10021,1,1325684.0,11919.0
2023,MANHATTAN,Manhole Fire - Other,NonStructural Fires,10021,1,1325684.0,11919.0
2023,MANHATTAN,Manhole Fire - Seeping Smoke,NonStructural Fires,10021,2,1325684.0,11919.0
2023,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,10021,3,1325684.0,11919.0
2023,MANHATTAN,Medical - Breathing / Ill or Sick,Medical Emergencies,10021,139,1325684.0,11919.0
2023,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,10021,532,1325684.0,11919.0
2023,MANHATTAN,Medical MFA - EMS Link,Medical MFAs,10021,1,1325684.0,11919.0
2023,MANHATTAN,Medical MFA - PD Link,Medical MFAs,10021,4,1325684.0,11919.0
2023,MANHATTAN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10021,190,1325684.0,11919.0
2023,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,10021,305,1325684.0,11919.0
2023,MANHATTAN,Medical - Serious Life Threatening,Medical Emergencies,10021,18,1325684.0,11919.0
2023,MANHATTAN,Medical - Victim Deceased,Medical Emergencies,10021,22,1325684.0,11919.0
2023,MANHATTAN,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10021,37,1325684.0,11919.0
2023,MANHATTAN,Multiple Dwelling 'A' - Other fire,Structural Fires,10021,7,1325684.0,11919.0
2023,MANHATTAN,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10021,6,1325684.0,11919.0
2023,MANHATTAN,Non-Medical MFA - Phone,NonMedical MFAs,10021,18,1325684.0,11919.0
2023,MANHATTAN,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10021,16,1325684.0,11919.0
2023,MANHATTAN,Odor - Other Smoke,NonMedical Emergencies,10021,14,1325684.0,11919.0
2023,MANHATTAN,Odor - Other Than Smoke,NonMedical Emergencies,10021,97,1325684.0,11919.0
2023,MANHATTAN,Other Commercial Building Fire,Structural Fires,10021,8,1325684.0,11919.0
2023,MANHATTAN,Private Dwelling Fire,Structural Fires,10021,5,1325684.0,11919.0
2023,MANHATTAN,School Fire,Structural Fires,10021,2,1325684.0,11919.0
2023,MANHATTAN,Sprinkler System - Malfunction,NonMedical Emergencies,10021,1,1325684.0,11919.0
2023,MANHATTAN,Sprinkler System - Working on System,NonMedical Emergencies,10021,1,1325684.0,11919.0
2023,MANHATTAN,Store Fire,Structural Fires,10021,2,1325684.0,11919.0
2023,MANHATTAN,Undefined Emergency,NonMedical Emergencies,10021,3,1325684.0,11919.0
2023,MANHATTAN,Under Contruction / Vacant Fire,Structural Fires,10021,1,1325684.0,11919.0
2023,MANHATTAN,Utility Emergency - Electric,NonMedical Emergencies,10021,23,1325684.0,11919.0
2023,MANHATTAN,Utility Emergency - Gas,NonMedical Emergencies,10021,72,1325684.0,11919.0
2023,MANHATTAN,Utility Emergency - Steam,NonMedical Emergencies,10021,25,1325684.0,11919.0
2023,MANHATTAN,Utility Emergency - Water,NonMedical Emergencies,10021,24,1325684.0,11919.0
2023,MANHATTAN,Vehicle Accident - Other,NonMedical Emergencies,10021,21,1325684.0,11919.0
2023,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,10022,66,2209179.0,16029.0
2023,MANHATTAN,Alarm System - Testing,NonMedical Emergencies,10022,132,2209179.0,16029.0
2023,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,10022,338,2209179.0,16029.0
2023,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,10022,171,2209179.0,16029.0
2023,MANHATTAN,Automobile Fire,NonStructural Fires,10022,5,2209179.0,16029.0
2023,MANHATTAN,Brush Fire,NonStructural Fires,10022,1,2209179.0,16029.0
2023,MANHATTAN,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10022,18,2209179.0,16029.0
2023,MANHATTAN,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10022,5,2209179.0,16029.0
2023,MANHATTAN,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,10022,8,2209179.0,16029.0
2023,MANHATTAN,Church Fire,Structural Fires,10022,4,2209179.0,16029.0
2023,MANHATTAN,Defective Oil Burner,NonMedical Emergencies,10022,7,2209179.0,16029.0
2023,MANHATTAN,Demolition Debris or Rubbish Fire,NonStructural Fires,10022,46,2209179.0,16029.0
2023,MANHATTAN,Elevator Emergency - Occupied,NonMedical Emergencies,10022,143,2209179.0,16029.0
2023,MANHATTAN,Elevator Emergency - Unoccupied,NonMedical Emergencies,10022,18,2209179.0,16029.0
2023,MANHATTAN,Hospital Fire,Structural Fires,10022,1,2209179.0,16029.0
2023,MANHATTAN,Manhole Fire - Other,NonStructural Fires,10022,12,2209179.0,16029.0
2023,MANHATTAN,Manhole Fire - Seeping Smoke,NonStructural Fires,10022,10,2209179.0,16029.0
2023,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,10022,12,2209179.0,16029.0
2023,MANHATTAN,Medical - Breathing / Ill or Sick,Medical Emergencies,10022,277,2209179.0,16029.0
2023,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,10022,887,2209179.0,16029.0
2023,MANHATTAN,Medical MFA - EMS Link,Medical MFAs,10022,2,2209179.0,16029.0
2023,MANHATTAN,Medical MFA - PD Link,Medical MFAs,10022,5,2209179.0,16029.0
2023,MANHATTAN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10022,197,2209179.0,16029.0
2023,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,10022,661,2209179.0,16029.0
2023,MANHATTAN,Medical - Serious Life Threatening,Medical Emergencies,10022,17,2209179.0,16029.0
2023,MANHATTAN,Medical - Victim Deceased,Medical Emergencies,10022,19,2209179.0,16029.0
2023,MANHATTAN,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10022,31,2209179.0,16029.0
2023,MANHATTAN,Multiple Dwelling 'A' - Other fire,Structural Fires,10022,11,2209179.0,16029.0
2023,MANHATTAN,Multiple Dwelling 'B' Fire,Structural Fires,10022,7,2209179.0,16029.0
2023,MANHATTAN,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10022,5,2209179.0,16029.0
2023,MANHATTAN,Non-Medical MFA - Phone,NonMedical MFAs,10022,25,2209179.0,16029.0
2023,MANHATTAN,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10022,41,2209179.0,16029.0
2023,MANHATTAN,Odor - Other Smoke,NonMedical Emergencies,10022,18,2209179.0,16029.0
2023,MANHATTAN,Odor - Other Than Smoke,NonMedical Emergencies,10022,110,2209179.0,16029.0
2023,MANHATTAN,Other Commercial Building Fire,Structural Fires,10022,34,2209179.0,16029.0
2023,MANHATTAN,Private Dwelling Fire,Structural Fires,10022,4,2209179.0,16029.0
2023,MANHATTAN,School Fire,Structural Fires,10022,2,2209179.0,16029.0
2023,MANHATTAN,Sprinkler System - Activated,NonMedical Emergencies,10022,1,2209179.0,16029.0
2023,MANHATTAN,Sprinkler System - Malfunction,NonMedical Emergencies,10022,6,2209179.0,16029.0
2023,MANHATTAN,Sprinkler System - Working on System,NonMedical Emergencies,10022,6,2209179.0,16029.0
2023,MANHATTAN,Undefined Emergency,NonMedical Emergencies,10022,9,2209179.0,16029.0
2023,MANHATTAN,Utility Emergency - Electric,NonMedical Emergencies,10022,28,2209179.0,16029.0
2023,MANHATTAN,Utility Emergency - Gas,NonMedical Emergencies,10022,71,2209179.0,16029.0
2023,MANHATTAN,Utility Emergency - Steam,NonMedical Emergencies,10022,54,2209179.0,16029.0
2023,MANHATTAN,Utility Emergency - Water,NonMedical Emergencies,10022,30,2209179.0,16029.0
2023,MANHATTAN,Vehicle Accident - Other,NonMedical Emergencies,10022,48,2209179.0,16029.0
2023,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,10023,45,871926.0,8604.0
2023,MANHATTAN,Alarm System - Testing,NonMedical Emergencies,10023,113,871926.0,8604.0
2023,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,10023,273,871926.0,8604.0
2023,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,10023,204,871926.0,8604.0
2023,MANHATTAN,Automobile Fire,NonStructural Fires,10023,1,871926.0,8604.0
2023,MANHATTAN,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10023,40,871926.0,8604.0
2023,MANHATTAN,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10023,12,871926.0,8604.0
2023,MANHATTAN,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,10023,11,871926.0,8604.0
2023,MANHATTAN,Defective Oil Burner,NonMedical Emergencies,10023,9,871926.0,8604.0
2023,MANHATTAN,Demolition Debris or Rubbish Fire,NonStructural Fires,10023,43,871926.0,8604.0
2023,MANHATTAN,Downed Tree,NonMedical Emergencies,10023,6,871926.0,8604.0
2023,MANHATTAN,Elevator Emergency - Occupied,NonMedical Emergencies,10023,171,871926.0,8604.0
2023,MANHATTAN,Elevator Emergency - Unoccupied,NonMedical Emergencies,10023,52,871926.0,8604.0
2023,MANHATTAN,Manhole Fire - Blown Cover,NonStructural Fires,10023,2,871926.0,8604.0
2023,MANHATTAN,Manhole Fire - Other,NonStructural Fires,10023,1,871926.0,8604.0
2023,MANHATTAN,Manhole Fire - Seeping Smoke,NonStructural Fires,10023,1,871926.0,8604.0
2023,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,10023,4,871926.0,8604.0
2023,MANHATTAN,Medical - Breathing / Ill or Sick,Medical Emergencies,10023,448,871926.0,8604.0
2023,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,10023,873,871926.0,8604.0
2023,MANHATTAN,Medical MFA - EMS Link,Medical MFAs,10023,13,871926.0,8604.0
2023,MANHATTAN,Medical MFA - PD Link,Medical MFAs,10023,9,871926.0,8604.0
2023,MANHATTAN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10023,286,871926.0,8604.0
2023,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,10023,501,871926.0,8604.0
2023,MANHATTAN,Medical - Serious Life Threatening,Medical Emergencies,10023,25,871926.0,8604.0
2023,MANHATTAN,Medical - Victim Deceased,Medical Emergencies,10023,48,871926.0,8604.0
2023,MANHATTAN,Multiple Dwelling 'A' - Compactor fire,Structural Fires,10023,2,871926.0,8604.0
2023,MANHATTAN,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10023,43,871926.0,8604.0
2023,MANHATTAN,Multiple Dwelling 'A' - Other fire,Structural Fires,10023,20,871926.0,8604.0
2023,MANHATTAN,Multiple Dwelling 'B' Fire,Structural Fires,10023,5,871926.0,8604.0
2023,MANHATTAN,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10023,5,871926.0,8604.0
2023,MANHATTAN,Non-Medical MFA - ERS,NonMedical MFAs,10023,1,871926.0,8604.0
2023,MANHATTAN,Non-Medical MFA - Phone,NonMedical MFAs,10023,30,871926.0,8604.0
2023,MANHATTAN,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10023,28,871926.0,8604.0
2023,MANHATTAN,Odor - Other Smoke,NonMedical Emergencies,10023,26,871926.0,8604.0
2023,MANHATTAN,Odor - Other Than Smoke,NonMedical Emergencies,10023,123,871926.0,8604.0
2023,MANHATTAN,Other Commercial Building Fire,Structural Fires,10023,29,871926.0,8604.0
2023,MANHATTAN,Other Public Building Fire,Structural Fires,10023,1,871926.0,8604.0
2023,MANHATTAN,Remove Civilian - Non-Fire,NonMedical Emergencies,10023,3,871926.0,8604.0
2023,MANHATTAN,School Fire,Structural Fires,10023,7,871926.0,8604.0
2023,MANHATTAN,Sprinkler System - Malfunction,NonMedical Emergencies,10023,8,871926.0,8604.0
2023,MANHATTAN,Sprinkler System - Working on System,NonMedical Emergencies,10023,1,871926.0,8604.0
2023,MANHATTAN,Undefined Emergency,NonMedical Emergencies,10023,2,871926.0,8604.0
2023,MANHATTAN,Utility Emergency - Electric,NonMedical Emergencies,10023,30,871926.0,8604.0
2023,MANHATTAN,Utility Emergency - Gas,NonMedical Emergencies,10023,115,871926.0,8604.0
2023,MANHATTAN,Utility Emergency - Steam,NonMedical Emergencies,10023,32,871926.0,8604.0
2023,MANHATTAN,Utility Emergency - Water,NonMedical Emergencies,10023,59,871926.0,8604.0
2023,MANHATTAN,Vehicle Accident - Other,NonMedical Emergencies,10023,22,871926.0,8604.0
2023,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,10024,45,1044387.0,9982.0
2023,MANHATTAN,Alarm System - Testing,NonMedical Emergencies,10024,95,1044387.0,9982.0
2023,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,10024,189,1044387.0,9982.0
2023,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,10024,182,1044387.0,9982.0
2023,MANHATTAN,Automobile Fire,NonStructural Fires,10024,3,1044387.0,9982.0
2023,MANHATTAN,Brush Fire,NonStructural Fires,10024,1,1044387.0,9982.0
2023,MANHATTAN,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10024,57,1044387.0,9982.0
2023,MANHATTAN,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10024,5,1044387.0,9982.0
2023,MANHATTAN,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,10024,5,1044387.0,9982.0
2023,MANHATTAN,Church Fire,Structural Fires,10024,1,1044387.0,9982.0
2023,MANHATTAN,Defective Oil Burner,NonMedical Emergencies,10024,14,1044387.0,9982.0
2023,MANHATTAN,Demolition Debris or Rubbish Fire,NonStructural Fires,10024,39,1044387.0,9982.0
2023,MANHATTAN,Downed Tree,NonMedical Emergencies,10024,3,1044387.0,9982.0
2023,MANHATTAN,Elevator Emergency - Occupied,NonMedical Emergencies,10024,144,1044387.0,9982.0
2023,MANHATTAN,Elevator Emergency - Unoccupied,NonMedical Emergencies,10024,64,1044387.0,9982.0
2023,MANHATTAN,Hospital Fire,Structural Fires,10024,3,1044387.0,9982.0
2023,MANHATTAN,Manhole Fire - Blown Cover,NonStructural Fires,10024,1,1044387.0,9982.0
2023,MANHATTAN,Manhole Fire - Seeping Smoke,NonStructural Fires,10024,8,1044387.0,9982.0
2023,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,10024,4,1044387.0,9982.0
2023,MANHATTAN,Medical - Breathing / Ill or Sick,Medical Emergencies,10024,387,1044387.0,9982.0
2023,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,10024,647,1044387.0,9982.0
2023,MANHATTAN,Medical MFA - EMS Link,Medical MFAs,10024,8,1044387.0,9982.0
2023,MANHATTAN,Medical MFA - PD Link,Medical MFAs,10024,2,1044387.0,9982.0
2023,MANHATTAN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10024,230,1044387.0,9982.0
2023,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,10024,363,1044387.0,9982.0
2023,MANHATTAN,Medical - Serious Life Threatening,Medical Emergencies,10024,49,1044387.0,9982.0
2023,MANHATTAN,Medical - Victim Deceased,Medical Emergencies,10024,52,1044387.0,9982.0
2023,MANHATTAN,Multiple Dwelling 'A' - Compactor fire,Structural Fires,10024,3,1044387.0,9982.0
2023,MANHATTAN,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10024,38,1044387.0,9982.0
2023,MANHATTAN,Multiple Dwelling 'A' - Other fire,Structural Fires,10024,24,1044387.0,9982.0
2023,MANHATTAN,Multiple Dwelling 'B' Fire,Structural Fires,10024,8,1044387.0,9982.0
2023,MANHATTAN,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10024,8,1044387.0,9982.0
2023,MANHATTAN,Non-Medical MFA - Phone,NonMedical MFAs,10024,50,1044387.0,9982.0
2023,MANHATTAN,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10024,22,1044387.0,9982.0
2023,MANHATTAN,Odor - Other Smoke,NonMedical Emergencies,10024,34,1044387.0,9982.0
2023,MANHATTAN,Odor - Other Than Smoke,NonMedical Emergencies,10024,157,1044387.0,9982.0
2023,MANHATTAN,Other Commercial Building Fire,Structural Fires,10024,16,1044387.0,9982.0
2023,MANHATTAN,Other Public Building Fire,Structural Fires,10024,3,1044387.0,9982.0
2023,MANHATTAN,Other Transportation Fire,NonStructural Fires,10024,1,1044387.0,9982.0
2023,MANHATTAN,Private Dwelling Fire,Structural Fires,10024,6,1044387.0,9982.0
2023,MANHATTAN,Remove Civilian - Non-Fire,NonMedical Emergencies,10024,2,1044387.0,9982.0
2023,MANHATTAN,School Fire,Structural Fires,10024,2,1044387.0,9982.0
2023,MANHATTAN,Sprinkler System - Malfunction,NonMedical Emergencies,10024,13,1044387.0,9982.0
2023,MANHATTAN,Sprinkler System - Working on System,NonMedical Emergencies,10024,4,1044387.0,9982.0
2023,MANHATTAN,Undefined Emergency,NonMedical Emergencies,10024,4,1044387.0,9982.0
2023,MANHATTAN,Utility Emergency - Electric,NonMedical Emergencies,10024,20,1044387.0,9982.0
2023,MANHATTAN,Utility Emergency - Gas,NonMedical Emergencies,10024,118,1044387.0,9982.0
2023,MANHATTAN,Utility Emergency - Steam,NonMedical Emergencies,10024,41,1044387.0,9982.0
2023,MANHATTAN,Utility Emergency - Water,NonMedical Emergencies,10024,80,1044387.0,9982.0
2023,MANHATTAN,Vehicle Accident - Other,NonMedical Emergencies,10024,39,1044387.0,9982.0
2023,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,10025,49,613269.0,10905.0
2023,MANHATTAN,Alarm System - Testing,NonMedical Emergencies,10025,120,613269.0,10905.0
2023,MANHATTAN,Alarm System - Unnecessary,NonMedical Emergencies,10025,258,613269.0,10905.0
2023,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,10025,384,613269.0,10905.0
